Judul,Author,Topik,Waktu,Gambar,Isi Berita
Ini Dia Jadwal Buka Puasa 35 Daerah di Jawa Tengah 26 April 2021,Angling Adhitya Purbaya,"jadwal berbuka puasa,jadwal buka puasa jateng,ramadhan 2021,birojatengdiy","Senin, 26 Apr 2021 17:00 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/21/ilustrasi-ramadhan-atau-ramadan-1_43.jpeg?w=700&q=90,"Jadwal Imsakiyah di 35 Kabupaten Kota di Jawa Tengah telah ditetapkan secara metode hisab untuk memandu warga muslim yang menjalankan ibadah puasa . Hari ini merupakan hari ke-14 belas Ramadhan 1442 H.Dilansir dari https://bimasislam.kemenag.go.id/jadwalimsakiyah yang merupakan laman resmi Direktorat Jenderal Lembaga Masyarakat Islam Kementerian Agama Republik Indonesia, berikut jadwal berbuka untuk 35 Kabupaten dan Kota di Jawa Tengah untuk 14 Ramadhan 1442 H atau 26 April 2021:Magrib: 17.38 WIBIsya: 18.49 WIBMagrib: 17.40 WIBIsya: 18.51 WIBMagrib: 17.39 WIBIsya: 18. 49 WIBMagrib: 17.32 WIBIsya: 18.42 WIBMagrib: 17.35 WIBIsya: 18.45 WIBMagrib: 17.42 WIBIsya: 18.52 WIBMagrib: 17.41 WIBIsya: 18.51 WIBMagrib: 17.35 WIBIsya: 18.45 WIBMagrib: 17.34 WIBIsya: 18.44 WIBMagrib: 17.35 WIBIsya: 18.46 WIBMagrib: 17.33 WIBIsya: 18.44 WIBMagrib: 17.38 WIBIsya: 18.49 WIBMagrib: 17.37 WIBIsya: 18.47 WIBMagrib: 17.34 WIBIsya: 18.45 WIBMagrib : 17.34 WIBIsya : 18.45 WIBMagrib: 17.36 WIBIsya: 18.46 WIBMagrib: 17.34 WIBIsya: 18.44 WIBMagrib: 17.39WIBIsya: 18.49 WIBMagrib: 17.40 WIBIsya: 18.50 WIBMagrib: 17.40 WIBIsya: 18.50 WIBMagrib: 17.37 WIBIsya: 18.47 WIBMagrib : 17.32 WIBIsya : 18.43 WIBMagrib: 17.36 WIBIsya: 18.46 WIBMagrib: 17.33 WIBIsya: 18.43 WIBMagrib: 17.34 WIBIsya: 18.44 WIBMagrib: 17.41 WIBIsya: 18.51 WIBMagrib: 17.41 WIBIsya: 18.47 WIBMagrib: 17.33 WIBIsya: 18.43 WIBMagrib: 17.42 WIBIsya: 18.48 WIBMagrib: 17.36 WIBIsya: 18.47 WIBMagrib: 17.39 WIBIsya: 18.49 WIBMagrib: 17.39 WIBIsya: 18.46 WIBMagrib: 17.36 WIBIsya: 18.46 WIBMagrib: 17.34 WIBIsya: 18.44 WIBMagrib: 17.41 WIBIsya: 18.51 WIB"
Cara Santri di Boyolali Ngabuburit Sambil Menari Sufi,Kartika Bagus,"birojatengdiy,ramadhan 2021,santri,pesantren,boyolali,fotodetikcom","Senin, 26 Apr 2021 17:00 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/26/cara-santri-di-boyolali-ngabuburit-sambil-menari-sufi_169.jpeg?w=700&q=90,
Satgas Ungkap Rata-rata 4 Orang Meninggal karena Corona Tiap Jam di RI,Tim detikcom,"virus corona,mudik,angka kematian corona,doni monardo","Senin, 26 Apr 2021 17:02 WIB",https://akcdn.detik.net.id/community/media/visual/2020/09/21/sang-pengantar-ke-persemayaman-terakhir-2_169.jpeg?w=700&q=90,"Satgas Penanganan COVID-19 mengingatkan bahwa kasus  di Indonesia belum mereda. Bahkan 4 orang meninggal karena Corona tiap 1 jam.Ketua Satgas Penanganan Corona Doni Monardo awalnya mengingatkan masyarakat agar bersabar dalam menghadapi pandemi. Salah satunya menahan diri untuk tidak  dalam merayakan hari raya bersama orang tua.""Kenapa tidak boleh mudik karena manusia menjadi perantara membawa virus COVID dari satu daerah ke daerah lainnya,"" kata Doni dalam keterangan di situs BNPB, Senin (25/4/2021).Kenaikan kasus Corona bisa terjadi jika masyarakat tetap bertindak. Doni mengatakan keputusan untuk tidak mudik bertujuan menghargai sesama, terlebih orang tua atau sanak saudara di kampung halaman. Yang berbahaya adalah mereka yang termasuk orang tanpa gejala (OTG).""Setiap hari, penularan Covid-19 masih terjadi. Di Indonesia, Covid-19 rata-rata memakan 4 nyawa manusia setiap jamnya,"" demikian bunyi keterangan yang sama.Dengan kebijakan peniadaan , pemerintah mengimbau masyarakat agar mengadakan acara keluarga dalam rangka Lebaran secara virtual. Doni mengatakan sebanyak apa pun tempat tidur, RS, bahkan tenaga kesehatan di Indonesia, tidak akan pernah cukup jika terjadi lonjakan kasus yang disebabkan oleh penularan penduduk yang bepergian secara masif.""COVID-19 belum berakhir, lindungi keluarga, jangan mudik dulu!"" pesan Doni.Sementara itu, dalam jumpa pers yang disiarkan di YouTube Sekretariat Kepresidenan hari ini, Doni Monardo juga sempat bicara soal kasus kematian Corona di Indonesia. Ternyata, kasus kematian Corona RI masih lebih tinggi daripada dunia.""Kita akui angka kematian di negara kita masih berada di atas angka kematian global,"" kata Doni."
Demokrat Jatim Nilai Wajar Dua Kepala Daerah Dampingi Anies-Khofifah,Faiq Azmi,"anies baswedan,partai demokrat,safari lintas provinsi,pilpres 2024,anies,birojatim,demokrat jatim","Senin, 26 Apr 2021 16:32 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/25/gubernur-khofifah-bertemu-gubernur-dki-jakarta-anies-baswedan-di-balai-kota-madiun-1_169.jpeg?w=700&q=90,"DPD (PD) Jawa Timur menilai wajar, saat dua kepala daerah yang diusungnya menemani Gubernur DKI  dan Gubernur Jatim Khofifah Indar Parawansa di Ngawi dan Kota Madiun, Minggu (25/4). Pasalnya kedatangan mereka harus didampingi.""Dalam politik sesuatu hal yang wajar. Karena bagaimanapun juga, Pak Anies itu Gubernur, apalagi ada Bu Khofifah. Manakala beliau datang ke daerah ya kewajiban protokoler, bupati atau wali kota harus mendampingi,"" ujar Agus Dono, Wakil Ketua DPD Bidang OKK (Organisasi Kaderisasi Keanggotaan) di Surabaya, Senin (26/4/2021).Agus Dono menjelaskan, saat bupati/wali kota tidak memiliki kegiatan yang penting, maka secara etika politik wajib mendampingi gubernur atau pejabat di atasnya.""Karena etika politik saja, dan etika protokoler kita, juga siapapun tamu harus dihormati. Saya pikir tidak mencerminkan sesuatu yang bersifat kepartaian. Apalagi gubernur yang hadir,"" jelasnya.Anggota DPRD Jatim ini menegaskan, kebijakan politik PD sepenuhnya ada di DPP. Namun, DPD mempunyai kewajiban untuk memantau perkembangan politik di daerah.Menurutnya, koalisi/penjajakan politik saat ini harus mencerminkan, apa yang dibutuhkan oleh masyarakat. Khususnya dalam menanggulangi pandemi COVID-19.""Perpolitikan itu juga terjadinya 2024, saat ini saatnya sesuai instruksi ketum untuk berkoalisi dengan rakyat. Khususnya sisi perekonomian rakyat, yang penting kita usaha mensejahterakan rakyat. Kita apresiasi Pak , Bu Khofifah, juga Pak AHY bersatu padu mengembangkan kepentingan masyarakat secara utuh. Pemerintah harus mengambil langkah strategis,"" bebernya.Ia menambahkan, kerja sama antara Pemprov DKI dengan sejumlah pemkab di Jatim termasuk dengan Pemprov Jatim sudah terjadi sejak lama. Kerja sama itu, tidak perlu dipolitisasi.""Sejak dulu sudah era Pakde Karwo, DKI memang ketergantungan di sektor beras, ada polowijo, daging dan seterusnya. Pemerintah pusat dan daerah memang harus membantu sektor pertanian dan turunannya. Hanya sektor itu saja yang saat ini tidak terkena kontraksi,"" terangnya.""Pemerintah harus memanfaatkan momentum itu. Tampaknya, Bu Khofifah juga Mas Emil membantu itu dengan koordinasi dengan Pak Anies untuk menyerap produksi yang melimpah. Sektor pertanian di Jatim memang luar biasa khususnya di daerah Matraman, salah satu tujuan Pak  ke Jatim jelas ketahanan pangan. Kita juga mendorong Bu Khofiah mengambil langkah strategis. Karena sektor ini (pertanian) tidak terkontraksi,"" pungkasnya."
ASN Kota Semarang yang Nekat Mudik Disanksi Potong TPP 100 Persen,Angling Adhitya Purbaya,"mudik 2021,larangan mudik 2021,asn,semarang,kota semarang,birojatengdiy","Senin, 26 Apr 2021 16:32 WIB",https://akcdn.detik.net.id/community/media/visual/2020/11/29/ilustrasi-virus-corona-covid-19-3_169.jpeg?w=700&q=90,"Wali Kota Semarang Hendrar Prihadi menegaskan lagi soal. Untuk , jika nekat mudik maka Tambahan Penghasilan Pegawai (TPP) akan dipotong 100 persen.Pria yang akrab disapa Hendi itu menjelaskan sudah ada Surat Edaran (SE) Nomor B/1 806/443/V/2021 tentang pemberlakuan karantina/isolasi bagi warga pendatang pada masa mudik lebaran hari raya Idul Fitri 1442 H atau tahun 2021 ini dalam rangka pengendalian COVID-19.""Semua sudah kita layangkan ke camat kelurahan untuk memantau pergerakannya. Tidak boleh ada ASN maupun warga sekitar yang mempunyai rencana mudik. Itu harus diedukasi oleh teman-teman lurah, saya minta untuk ngumpulin RT-RW,"" kata Hendi di Gedung Gradhika Bakti Praja, Semarang, Senin (26/4/2021).Sanksi bagi ASN yang melanggar SE itu juga tegas yaitu memotong TPP 100 persen alias tidak ada TPP. Namun masih ada dispensasi jika kondisi benar-benar mendesak dan ada izin.""Saya sudah tetapkan pelanggaran terhadap ASN yang mudik nanti baik dari laporan masyarakat maupun saat sidak, TPP-nya potong 100 persen. Kecuali-kecuali itu kita maklumi seperti keluarga sakit dan sebagainya, tapi harus ada izin,"" tegasnya.Diberitakan sebelumnya, Hendi menjelaskan terkait SE yang dikeluarkan soal larangan mudik 2021. Dalam satu poin dari SE itu menyebut akan ada karantina 5 hari bagi yang ketahuan mudik ke Semarang.""Apabila pendatang tidak sanggup menunjukkan surat keterangan sehat, maka yang bersangkutan wajib karantina 5 kali 24 jam,"" kata Hendi seperti dalam keterangan tertulisnya, Jumat (23/4)."
Klik di Sini Lur! Jadwal Berbuka Puasa Yogyakarta 26 April 2021,Heri Susanto,"jadwal buka puasa,yogyakarta,ramadhan 2021,birojatengdiy","Senin, 26 Apr 2021 16:37 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/21/ilustrasi-ramadhan-atau-ramadan_43.jpeg?w=700&q=90," hari ini tidak berubah dari kemarin. Hari ini memasuki hari ke-14 , Senin, 26 Januari 2021.Berikut ini rincian jadwal berbuka puasa untuk wilayahnya Yogyakarta dan sekitarnya berdasarkan hisab dari Kantor Wilayah (Kanwil) Kementrian Agama (Kemenag) DIY : Maghrib: 17.34 WIBIsya: 18.44 WIB Maghrib: 17.35 WIBIsya: 18.45 WIB Maghrib: 17.35 WIBIsya: 18.45 WIB Maghrib: 17.35 WIBIsya: 18.45 WIB Maghrib : 17.36 WIBIsya : 18.46 WIB"
Jl HR Rasuna Said Ditambal: Sekitar Halte Patra Kuningan-Setiabudi Utara,Afzal Nur Iman,"jl hr rasuna said rusak,jalan rusak,jalan berlubang,perbaikan jalan,jakarta selatan,detikcom do your magic","Senin, 26 Apr 2021 16:55 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/26/jl-hr-rasuna-said-ada-yang-ditambal-dan-ada-yang-masih-rusak-26-april-2021-afzal-nur-imandetikcom-6.jpeg?w=700&q=90,"Ada beberapa titik  di , Jakarta Selatan, yang sudah ditambal dengan aspal, di antaranya ada di sekitar Halte TransJakarta Patra Kuningan hingga Halte Setiabudi Utara.Menelusuri jalan tersebut dari Mampang arah Menteng, pada Senin (26/4/2021), sekitar pukul 15.30 WIB, terlihat sejumlah tambalan-tambalan aspal yang baru muncul. Berikut ini rinciannya:Di depan Halte Patra terlihat ada beberapa kerusakan yang sudah ditutup rapi dengan aspal. Pengaspalan seperti baru saja dilakukan terlihat dari warna aspal yang masih mencolok dan tanda berupa nomor yang masih jelas terlihat.Jalan yang baru diaspal berada di sisi kanan jalan atau jalur cepat yang digunakan untuk kendaraan mobil. Aspal tersebut berbentuk kotak memanjang dengan luas yang beragam. Tambalan yang paling luas berada tepat di depan Halte Patra Kuningan.Namun, tidak jauh dari tempat tersebut atau di depan gedung Tempo Pavillion, masih terlihat ada kerusakan jalan. Kerusakan jalan berupa jalan yang bergelombang dan ada tutup drainase yang terbuka. Namun drainase tersebut ditutupi oleh beberapa barier oranye agar pengendara tidak terperosok.Tambalan aspal juga terlihat di depan Gedung Lina. Aspal memanjang sekitar 50 meter juga berada jalur cepat. Di tempat tersebut sebelumnya terdapat aspal yang terkelupas dan jalan yang terlihat retak.Tidak jauh dari tempat tersebut tepatnya sebelum Halte Setia Budi Utara, jalan yang rusak juga sudah diperbaiki.Sebelumnya, di titik tersebut, kerusakan jalan terlihat cukup mencolok. Area yang diperbaiki juga cukup luas, menutup hampir seluruh area jalur cepat di jalan tersebut dengan panjang membentang sekitar 50 meter.Sebelumnya, jalan tersebut bergelombang karena permukaan aspal yang terkelupas. Terlihat muka jalan dengan beton juga retak dan ada beberapa lubang kecil di jalan tersebut. Kini jalan tersebut sudah terlihat rapi."
"PNS Tajir Pemilik Ford Mustang Bikin Gempar, KPK Ikut Bersuara",Wilda Hayatun Nufus,"ford mustang,harley davidson,pns tajir,pns tajir di makassar,kpk,lhkpn,biromakassar","Senin, 26 Apr 2021 16:44 WIB",https://akcdn.detik.net.id/community/media/visual/2020/01/10/9805194c-1cff-4457-8284-e4ce4e331739_169.jpeg?w=700&q=90,"Wali Kota (Walkot) Makassar Moh Ramadhan 'Danny' Pomanto dibuat heran lantaran  di Makassar bernama  memiliki mobil  hingga motor gede Harley-Davidson. Komisi Pemberantasan Korupsi (KPK) pun bersuara mengenai Laporan Harta Kekayaan Penyelenggara Negara (LHKPN) milik Irwan.Plt Juru Bicara KPK Bidang Pencegahan Ipi Maryati menerangkan  atas nama Irwan telah melalui verifikasi dan pemeriksaan. Ipi mengatakan pemeriksaan dan klarifikasi LHKPN atas nama Irwan dan 34 PNS lainnya dilakukan sejak 2019.""KPK memiliki kewenangan untuk menerima pelaporan LHKPN dan melakukan verifikasi atas laporan kekayaan yang disampaikan oleh penyelenggara negara. KPK juga melakukan pengawasan atas LHKPN dengan melakukan pemeriksaan atas harta kekayaan yang dilaporkan,"" kata Ipi melalui pesan singkat, Senin (26/4/2021).""KPK telah melakukan klarifikasi dan pemeriksaan atas LHKPN yang bersangkutan bersama dengan 34 penyelenggara negara lainnya di wilayah Provinsi Sulawesi Selatan pada 2019. Demikian juga terhadap laporan kekayaan yang disampaikannya pada tahun berikutnya,"" imbuhnya.Ipi menjelaskan, pemeriksaan terhadap Irwan dimaksudkan untuk menguji kewajaran harta kekayaan yang tercatat di LHKPN. Lembaga antirasuah itu melakukan pemeriksaan berdasarkan profil jabatan dan penghasilan PNS.""Pemeriksaan LHKPN merupakan serangkaian kegiatan yang dilakukan KPK untuk menguji kepatuhan, kelengkapan, keberadaan, dan kewajaran harta kekayaan yang dicantumkan dalam LHKPN. Pemeriksaan LHKPN dilakukan berdasarkan atas analisis yang berkaitan dengan profil jabatan, peningkatan/penurunan harta kekayaan dan penghasilan penyelenggara negara,"" katanya.Kendati demikian, Ipi menegaskan,  yang telah dilaporkan ke KPK tidak bisa dijadikan dasar untuk menyatakan harta yang dimiliki bebas dari tindak pidana. Dia berharap para pejabat penyelenggara negara dapat melaporkan harta kekayaannya dengan jujur dan lengkap.""Perlu kami sampaikan bahwa LHKPN yang telah diumumkan tidak dapat dijadikan dasar oleh penyelenggara negara atau pihak manapun untuk menyatakan bahwa harta kekayaan penyelenggara negara tidak terkait tindak pidana. Sebagai instrumen pencegahan korupsi, KPK meminta penyelenggara negara agar secara patuh melaporkan harta kekayaannya dengan jujur, benar, dan lengkap,"" tuturnya.
        "
Permabudhi Sebut Pancasila Harta Paling Berharga Milik Indonesia,Inkana Putri,"bpip,pancasila","Senin, 26 Apr 2021 16:49 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/26/bpip.jpeg?w=700&q=90,"Ketua Umum Perhimpunan Umat Buddha (Permabudhi) Arief Harsono mengajak seluruh pihak untuk selalu menjaga Pancasila karena merupakan harta paling berharga milik bangsa Indonesia. Menurutnya, Pancasila harus dipertahankan sekuat-kuatnya agar tetap tegak di Negara Kesatuan Republik Indonesia (NKRI).""Jangan sampai dikoyak oleh siapapun, karena apabila harta ini berhasil dikoyak, maka kita akan kehilangan seluruh kekayaan yang dimiliki oleh negara ini, dan kita tidak akan sanggup untuk memulihkannya kembali,"" ujar Arief dalam keterangan tertulis, Senin (26/4/2021).Lebih lanjut, Arief berharap agar Pancasila dapat dimasukkan ke dalam pelajaran sekolah, mulai dari Sekolah Dasar hingga Perguruan Tinggi.""Kami juga berharap agar Pancasila dimasukkan dalam materi dan kurikulum mulai jenjang pendidikan dasar hingga pendidikan tinggi,"" imbuhnya saat menghadiri acara silaturahmi Ramadhan antara BPIP dengan Permabudhi di Surabaya, Minggu (25/4).Sementara itu, Anggota Dewan Pengarah BPIP Sudhamek mendorong agar Permabudhi dan BPIP dapat bersinergi dalam pembumian Pancasila.""Kegiatan spiritual lintas agama seperti sekarang diperlukan sebagai refleksi atas pikiran, ucapan, tindakan kita semua,"" katanya.Di sisi lain, Kepala BPIP Yudian Wahyudi mengapresiasi upaya yang telah dilakukan oleh Permabudhi selama ini. Hal ini mengingat Permabudhi tak hanya aktif dalam lingkup internal, melainkan kegiatan lainnya seperti bakti sosial hingga diskusi lintas agama.""Dari berbagai artikel media yang dipublikasikan terlihat aktivitas yang dilakukan oleh Permabudhi tidak hanya terkungkung dalam urusan internal, namun juga kegiatan bakti sosial, pemberdayaan ekonomi masyarakat, dan diskusi lintas agama. Hal tersebut membuktikan bahwa Permabudhi adalah contoh organisasi umat beragama yang patut diteladani,"" pungkasnya.Sebagai informasi, kegiatan ini turut dihadiri Sekretaris Dewan Pengarah BPIP Wisnu Bawa Tenaya dan Ketua Dewan Pengawas Permabudhi. Turut hadir pula secara daring pengurus daerah Permabudhi dari 31 provinsi, serta Pejabat Tinggi Madya dan Pratama di Lingkungan BPIP."
Unusa dan Istri Kru KRI Nanggala-402 Doa Bersama hingga Salat Gaib,Esti Widiyana,"kri nanggala-402,kri nanggala-402 tenggelam,mv swift rescue,tabur bunga,kenaikan pangkat,salat gaib,unusa,birojatim","Senin, 26 Apr 2021 16:39 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/26/unusa-dan-istri-kru-kri-nanggala-402-doa-bersama_169.jpeg?w=700&q=90,"Universitas Nahdlatul Ulama () Surabaya menggelar doa bersama, tahlil dan salat gaib. Mereka mendoakan kru  yang gugur.Istri dari salah satu kru KRI Nanggala-402 Guntur Ari Prasetyo, Berda Asmara juga ikut dalam doa bersama. Saat tiba di Unusa, Berda didampingi oleh dua orang dari pihak Unusa. Mereka mendampingi Berda untuk tahlil dan doa bersama di barisan depan bagian perempuan.Rektor Unusa Achmad Jazidie turut berdukacita atas tenggelamnya kapal selam . Salat gaib dan tahlil bersama diselenggarakan karena salah satu awak kapal selam merupakan suami dosen PG Paud Unusa.""Kita bersama berdoa mudah-mudahan almarhum, khususnya Bapak Guntur diampuni segala dosa dan kesalahan. Mendapatkan tempat yang terbaik dan terindah di sisi Allah SWT. Dengan rahmat Allah, para almarhum mendapatkan surga, aamiin. Keluarga yang ditinggalkan khususnya keluarga Bu Berda senantiasa diberikan kekuatan, kesabaran, ketabahan untuk menjalani hidup selanjutnya,"" kata Jazidie kepada wartawan di lobi Unusa, Senin (26/4/2021).Jazidie mengatakan, sebagaimana kebijakan terhadap keluarga besar Unusa, maka civitas akademik akan memberikan perhatian. Dalam hal ini, Unusa akan memberikan beasiswa kepada putri Berda Asmara.""Insyaallah kita akan memberikan beasiswa kepada putri almarhum yang sekarang kelas 2 untuk menempuh pendidikan,"" ujarnya.Sementara Berda Asmana berharap ada kabar baik hari ini. Ia ingin mengetahui kabar dari kapal selam  yang terbelah menjadi tiga bagian.""Saya ingin menyampaikan, semoga hari ini ada kabar baik, setelah kabar kemarin disampaikan Bapak Panglima TNI mengenai kapal yang terbelah jadi 3,"" kata Berda.Berda juga berharap hari ini kapal selam  bisa terangkat. Ia berharap ada mukjizat untuk seluruh awak kapal.""Semoga hari ini kapalnya bisa terangkat dan terutama untuk awak kru Nanggala apa bila dikabulkan Allah semoga ada mukjizat dari Allah, seluruh awak kapal bisa terselamatkan,"" pungkasnya."
"Larangan Mudik, Tawaran Travel Gelap ke Sukabumi Marak di Medsos","Syahdan Alamsyah, Ismet Slamet","larangan mudik,travel gelap,sukabumi,cianjur,penyekatan pemudik,birojabar","Senin, 26 Apr 2021 16:59 WIB",https://akcdn.detik.net.id/community/media/visual/2019/05/31/0dce3ad1-dd58-4e2a-abf4-c13e191df861_169.jpeg?w=700&q=90,"Pemerintah telah mengumumkan larangan mudik Lebaran tahun ini mulai berlaku 22 April hingga 24 Mei 2021. Larangan tersebut dimanfaatkan sejumlah pihak seperti travel gelap.Meski begitu, tidak mau lahan usahanya terimbas aturan itu sejumlah pengusaha travel mulai putar otak. Di antara mereka bahkan secara terbuka mengunggah tawaran mudik melalui media sosial dan menyertakan daerah penjemputan hingga tujuan akhir ke sejumlah tempat di wilayah Sukabumi.mencoba menghubungi mereka yang menawarkan jasa travel untuk mengetahui tarif sekali perjalanan hingga kekhawatiran risiko dihentikan atau diputar balik petugas akibat adanya aturan pengetatan soal larangan mudik.""Jakarta - Palabuhanratu bisa, tarif puasa karena risikonya gede (harga naik) Rp 300 ribu sampai Rp 350 ribu satu orang,"" suara seorang pria di ujung telepon, Sabtu (24/4) lalu.Pria di itu juga menyebut pihaknya memiliki grup, saling berkomunikasi ketika ada razia penyekatan atau risiko lainnya.""Lagi cari informasi, mudah-mudahan ada perubahan (kebijakan). Start dari Jakarta (menyebut nama lokasi),"" ungkap pria yang dalam unggahan medsos menyebut melayani jasa perjalanan Sukabumi, Palabuhanratu, Bogor dan Jabodetabek itu.Di unggahan tawaran jasa travel lainnya, mereka mengaku punya cara untuk mengakali pengetatan yang dilakukan petugas perbatasan. Dia juga menyebut ada waktu-waktu tertentu untuk keberangkatan dari Jakarta.""Start itu kan mesti hapal jadwal pemeriksaan, kadang Magrib atau malam. Biasanya kan (penyekatan) di Cigombong, dekat perbatasan, saya hapal jalannya harus kemana. Jangan sampai penumpang diturunkan di tengah jalan,""ungkapnya seraya menyebut tarif jasanya hanya Rp 250 ribu.
        "
Bupati Ipuk Dukung Larangan Mudik 2021 Antisipasi Lonjakan COVID-19,Ardian Fanani,"pemkab banyuwangi,birojatim,larangan mudik 2021,mudik,mudik lebaran 2021","Senin, 26 Apr 2021 16:53 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/26/demokrat-jatim-nilai-wajar-dua-kepala-daerah-dampingi-anies-khofifah-1_169.jpeg?w=700&q=90,"mendukung penuh pengamanan larangan . Keputusan pemerintah pusat untuk melakukan pelarangan mudik, tentu sudah dikaji dengan pertimbangan matang menekan penyebaran COVID-19.Hal itu diungkapkan Bupati Banyuwangi Ipuk Fiestiandani Azwar Anas, saat memimpin apel gelar pasukan kesiapan pengamanan larangan mudik Hari Raya Idul Fitri 1442 H, di Mapolresta Banyuwangi, Senin (26/4/2021).Apel gelar pasukan diikuti oleh personel TNI Polri, Dinas Perhubungan, Satpol PP, BPBD, dan unsur masyarakat mulai Kokam dan Senkom. Turut hadir Kapolresta Banyuwangi, Kombes Arman Asmara Syarifudin, Komandan Pangkalan Angkatan Laut (Danlanal) Banyuwangi Letkol (P) Eros Wasis.Pemkab dan forkopimda Kabupaten Banyuwangi menyatakan siap mendukung kebijakan pemerintah untuk melarang .""Kebijakan ini dapat kita pahami sebagai upaya pemerintah mengantisipasi terjadinya lonjakan kasus penyebaran COVID-19. Karena berdasarkan pengalaman tahun sebelumnya, setiap ada libur panjang diiringi dengan bertambahnya angka penyebaran COVID-19, termasuk libur lebaran tahun 2020, Natal tahun 2020 dan tahun baru 2020,"" kata Ipuk.Dia menambahkan bahwa kasus penyebaran COVID-19 di sejumlah negara juga menunjukkan adanya peningkatan. Mengacu pada hal tersebut, maka Ipuk berharap agar warga mengikuti imbauan dari pusat untuk tidak mudik lebih dulu. ""Mari kita sama-sama berupaya menekan angka penyebaran COVID-19 di Banyuwangi. Ini soal gas dan rem, kita harus tahu timing kapan mulai nge-gas, kapan kita menginjak rem,""kata Ipuk.Dia berharap kebijakan tersebut dapat dilaksanakan dengan sebaik-baiknya. Dengan membatasi secara ketat operasi seluruh moda transportasi pada Bulan Ramadan dan Idul Fitri. ""Kami akan terus berkoordinasi terkait teknisnya agar kebijakan ini bisa dijalankan dengan baik dan efektif di Banyuwangi,"" ujarnya."
Polda DIY: Oknum Polisi yang Komen Negatif KRI Nanggala Pernah Depresi,Jauh Hari Wawan S.,"polda diy,kri nanggala-402,birojatengdiy,ujaran kebencian,polisi","Senin, 26 Apr 2021 16:54 WIB",Gambar tidak tersedia," mengungkapkan kondisi kejiwaan oknum polisi dari Polsek Kalasan, Kabupaten Sleman, yang berkomentar negatif soal awak  di media sosial. Oknum bernama Aipda Fajar Indriawan itu disebut pernah mengalami depresi.""Karena laporan secara tidak resmi dari tetangganya, kawan-kawannya, bahwa yang bersangkutan pernah depresi beberapa tahun yang lalu,"" kata Kabid Humas Polda DIY Kombes Yuliyanto saat ditemui wartawan di Mapolda DIY, Senin (26/4/2021).Guna memastikan, Polda DIY tetap melakukan pemeriksaan kejiwaan Aipda Fajar.""Tetapi itu kan nanti harus dibuktikan dengan hasil pemeriksaan kejiwaan, apakah depresi atau tidak,"" jelasnya.Untuk saat ini, oknum polisi tersebut telah diamankan dan menjalani pemeriksaan di Polda DIY. Dia dijerat dengan dugaan kasus ujaran kebencian.""Yang jelas saat ini yang bersangkutan pasti akan dilakukan penindakan di Propam dan di Ditkrimsus tentang ujaran kebenciannya. Apakah ujaran kebencian itu memenuhi unsur atau tidak itu nanti kita lihat,"" pungkasnya.Penangkapan Aipda Fajar itu bermula dari laporan adanya 2 akun tentang komentar negatif terhadap awak KRI Nanggala-402 yang gugur. Salah satunya, akun Facebook dengan nama Fajarnnzz.Dalam posting-an di Facebook itu, akun Fajarnnzz menggunakan diksi kasar untuk mengomentari kejadian tenggelamnya . Akun Fajarnnzz juga curhat mengenai kondisi perekonomiannya.Setelah ditelusuri, ternyata akun tersebut milik salah seorang anggota Polri, Aipda Fajar. Oknum polisi yang sudah ditetapkan sebagai tersangka itu pun kemudian langsung ditangkap."
